,GEO.id,GEO.id2,GEO.display-label,Median_rent,geometry,Median_income
18,1500000US360050019002,360050019002,"Block Group 2, Census Tract 19, Bronx County, New York",,"POLYGON ((-73.915573 40.803407, -73.91503999999999 40.803226, -73.915742 40.802758, -73.916648 40.802226, -73.91705 40.801563, -73.920283 40.802915, -73.91978 40.803592, -73.918819 40.804905, -73.917315 40.804298, -73.915868 40.803714, -73.915573 40.803407))",9731
19,1500000US360050019003,360050019003,"Block Group 3, Census Tract 19, Bronx County, New York",765,"POLYGON ((-73.91705 40.801563, -73.916648 40.802226, -73.915742 40.802758, -73.91503999999999 40.803226, -73.915573 40.803407, -73.914429 40.803845, -73.913478 40.804263, -73.912947 40.804498, -73.91242 40.804699, -73.91140399999999 40.805141, -73.909127 40.806166, -73.907793 40.805279, -73.906657 40.804615, -73.90546999999999 40.803931, -73.906052 40.803367, -73.90729399999999 40.802132, -73.910883 40.798575, -73.91705 40.801563))",15898
20,1500000US360050019004,360050019004,"Block Group 4, Census Tract 19, Bronx County, New York",,"POLYGON ((-73.913624 40.796786, -73.918633 40.799105, -73.92230599999999 40.802179, -73.925139 40.802174, -73.927204 40.80217, -73.92832199999999 40.804015, -73.930993 40.807267, -73.931681 40.807955, -73.931606 40.807983, -73.930938 40.808253, -73.930031 40.807048, -73.92570499999999 40.805198, -73.922078 40.803678, -73.920283 40.802915, -73.91705 40.801563, -73.910883 40.798575, -73.90729399999999 40.802132, -73.906052 40.803367, -73.90546999999999 40.803931, -73.906657 40.804615, -73.907793 40.805279, -73.909127 40.806166, -73.90844299999999 40.806477, -73.90627499999999 40.807451, -73.90496 40.808531, -73.903074 40.80988, -73.903015 40.809602, -73.902294 40.805935, -73.901892 40.805007, -73.906305 40.801555, -73.90780000000001 40.799263, -73.91141 40.796686, -73.913624 40.796786))",
21,1500000US360050019005,360050019005,"Block Group 5, Census Tract 19, Bronx County, New York",,"POLYGON ((-73.89864 40.799101, -73.90021 40.799264, -73.899787 40.79951, -73.899388 40.801935, -73.89833 40.802413, -73.896467 40.800791, -73.89864 40.799101))",
22,1500000US360050020001,360050020001,"Block Group 1, Census Tract 20, Bronx County, New York",1393,"POLYGON ((-73.86431399999999 40.818999, -73.86339099999999 40.819122, -73.862464 40.819247, -73.861982 40.817135, -73.862899 40.817016, -73.86474799999999 40.816767, -73.86570499999999 40.816623, -73.866198 40.818745, -73.86523699999999 40.818875, -73.86431399999999 40.818999))",16977
23,1500000US360050020002,360050020002,"Block Group 2, Census Tract 20, Bronx County, New York",725,"POLYGON ((-73.864255 40.814658, -73.865218 40.814529, -73.86570499999999 40.816623, -73.86474799999999 40.816767, -73.862899 40.817016, -73.861982 40.817135, -73.861482 40.815029, -73.86332899999999 40.814782, -73.864255 40.814658))",13815
24,1500000US360050020003,360050020003,"Block Group 3, Census Tract 20, Bronx County, New York",433,"POLYGON ((-73.869969 40.818268, -73.87050099999999 40.820364, -73.86857599999999 40.820624, -73.86809599999999 40.818498, -73.867164 40.818616, -73.866198 40.818745, -73.86570499999999 40.816623, -73.869545 40.816095, -73.869969 40.818268))",5709
25,1500000US360050020004,360050020004,"Block Group 4, Census Tract 20, Bronx County, New York",674,"POLYGON ((-73.86708 40.814441, -73.869545 40.816095, -73.86570499999999 40.816623, -73.865218 40.814529, -73.86708 40.814441))",9437
26,1500000US360050020005,360050020005,"Block Group 5, Census Tract 20, Bronx County, New York",784,"POLYGON ((-73.867164 40.818616, -73.86809599999999 40.818498, -73.86857599999999 40.820624, -73.867656 40.820751, -73.867164 40.818616))",14223
27,1500000US360050020006,360050020006,"Block Group 6, Census Tract 20, Bronx County, New York",871,"POLYGON ((-73.867656 40.820751, -73.86669599999999 40.82088, -73.865746 40.821012, -73.86451099999999 40.819847, -73.86431399999999 40.818999, -73.86523699999999 40.818875, -73.866198 40.818745, -73.867164 40.818616, -73.867656 40.820751))",20901
28,1500000US360050023001,360050023001,"Block Group 1, Census Tract 23, Bronx County, New York",436,"POLYGON ((-73.927121 40.810949, -73.92514199999999 40.81005, -73.92563799999999 40.80938, -73.926524 40.808162, -73.928556 40.809046, -73.929219 40.809564, -73.927121 40.810949))",7566
29,1500000US360050023002,360050023002,"Block Group 2, Census Tract 23, Bronx County, New York",422,"POLYGON ((-73.92337499999999 40.808432, -73.923851 40.808624, -73.924054 40.808593, -73.92465799999999 40.808848, -73.924739 40.80899, -73.92563799999999 40.80938, -73.92514199999999 40.81005, -73.92288599999999 40.809106, -73.92337499999999 40.808432))",13098
30,1500000US360050023003,360050023003,"Block Group 3, Census Tract 23, Bronx County, New York",344,"POLYGON ((-73.92563799999999 40.80938, -73.924739 40.80899, -73.92465799999999 40.808848, -73.924054 40.808593, -73.923851 40.808624, -73.92337499999999 40.808432, -73.92383699999999 40.807809, -73.92429799999999 40.807189, -73.926524 40.808162, -73.92563799999999 40.80938))",11458
31,1500000US360050024000,360050024000,"Block Group 0, Census Tract 24, Bronx County, New York",,"POLYGON ((-73.88098099999999 40.818238, -73.880546 40.818468, -73.87751299999999 40.816586, -73.871098 40.814637, -73.86746099999999 40.810649, -73.862489 40.810294, -73.861357 40.810837, -73.866484 40.805901, -73.871303 40.813954, -73.87796999999999 40.816152, -73.88098099999999 40.818238))",
32,1500000US360050024001,360050024001,"Block Group 1, Census Tract 24, Bronx County, New York",,"POLYGON ((-73.87050099999999 40.820364, -73.869969 40.818268, -73.869545 40.816095, -73.86708 40.814441, -73.86161199999999 40.811359, -73.861357 40.810837, -73.862489 40.810294, -73.86746099999999 40.810649, -73.871098 40.814637, -73.87751299999999 40.816586, -73.880546 40.818468, -73.879769 40.819181, -73.877844 40.819418, -73.876126 40.81963, -73.872468 40.820151, -73.872991 40.822302, -73.87331999999999 40.824166, -73.873423 40.824392, -73.873595 40.824433, -73.873014 40.824623, -73.87249199999999 40.824688, -73.871546 40.824826, -73.871439 40.824663, -73.87100199999999 40.822563, -73.87050099999999 40.820364))",49365
33,1500000US360050025001,360050025001,"Block Group 1, Census Tract 25, Bronx County, New York",1154,"POLYGON ((-73.92099499999999 40.806611, -73.92053899999999 40.807235, -73.920046 40.807907, -73.919224 40.807558, -73.917479 40.806823, -73.917964 40.806116, -73.91972299999999 40.806874, -73.92017199999999 40.806266, -73.92099499999999 40.806611))",14402
34,1500000US360050025002,360050025002,"Block Group 2, Census Tract 25, Bronx County, New York",401,"POLYGON ((-73.920615 40.805651, -73.92017199999999 40.806266, -73.91972299999999 40.806874, -73.917964 40.806116, -73.918819 40.804905, -73.920615 40.805651))",11077
35,1500000US360050025003,360050025003,"Block Group 3, Census Tract 25, Bronx County, New York",541,"POLYGON ((-73.92053899999999 40.807235, -73.92337499999999 40.808432, -73.92288599999999 40.809106, -73.920046 40.807907, -73.92053899999999 40.807235))",10460
36,1500000US360050025004,360050025004,"Block Group 4, Census Tract 25, Bronx County, New York",806,"POLYGON ((-73.92099499999999 40.806611, -73.92383699999999 40.807809, -73.92337499999999 40.808432, -73.92053899999999 40.807235, -73.92099499999999 40.806611))",10419
37,1500000US360050025005,360050025005,"Block Group 5, Census Tract 25, Bronx County, New York",458,"POLYGON ((-73.92383699999999 40.807809, -73.92099499999999 40.806611, -73.92017199999999 40.806266, -73.920615 40.805651, -73.921448 40.805989, -73.92429799999999 40.807189, -73.92383699999999 40.807809))",11557
38,1500000US360050027011,360050027011,"Block Group 1, Census Tract 27.01, Bronx County, New York",614,"POLYGON ((-73.916988 40.805706, -73.914997 40.804872, -73.913478 40.804263, -73.914429 40.803845, -73.915573 40.803407, -73.915868 40.803714, -73.917315 40.804298, -73.916988 40.805706))",10531
39,1500000US360050027012,360050027012,"Block Group 2, Census Tract 27.01, Bronx County, New York",888,"POLYGON ((-73.914997 40.804872, -73.916988 40.805706, -73.917315 40.804298, -73.918819 40.804905, -73.917964 40.806116, -73.917479 40.806823, -73.914495 40.805561, -73.914997 40.804872))",10112
40,1500000US360050027021,360050027021,"Block Group 1, Census Tract 27.02, Bronx County, New York",1015,"POLYGON ((-73.912543 40.807243, -73.91166799999999 40.806966, -73.909127 40.806166, -73.91140399999999 40.805141, -73.912408 40.80556, -73.91410000000001 40.806274, -73.913746 40.806942, -73.91339599999999 40.807609, -73.912543 40.807243))",9792
41,1500000US360050027022,360050027022,"Block Group 2, Census Tract 27.02, Bronx County, New York",1500,"POLYGON ((-73.91410000000001 40.806274, -73.912408 40.80556, -73.91140399999999 40.805141, -73.91242 40.804699, -73.912947 40.804498, -73.913478 40.804263, -73.914997 40.804872, -73.914495 40.805561, -73.91410000000001 40.806274))",9614
42,1500000US360050027023,360050027023,"Block Group 3, Census Tract 27.02, Bronx County, New York",905,"POLYGON ((-73.917479 40.806823, -73.91701499999999 40.807506, -73.916589 40.808133, -73.913746 40.806942, -73.91410000000001 40.806274, -73.914495 40.805561, -73.917479 40.806823))",8782
43,1500000US360050027024,360050027024,"Block Group 4, Census Tract 27.02, Bronx County, New York",1036,"POLYGON ((-73.914332 40.808007, -73.91339599999999 40.807609, -73.913746 40.806942, -73.916589 40.808133, -73.916184 40.80879, -73.914332 40.808007))",7355
44,1500000US360050028000,360050028000,"Block Group 0, Census Tract 28, Bronx County, New York",,"POLYGON ((-73.88098099999999 40.818238, -73.882448 40.819269, -73.883788 40.821933, -73.884328 40.822614, -73.880546 40.818468, -73.88098099999999 40.818238))",
45,1500000US360050028001,360050028001,"Block Group 1, Census Tract 28, Bronx County, New York",1105,"POLYGON ((-73.87756399999999 40.821682, -73.878619 40.821536, -73.880331 40.821302, -73.879769 40.819181, -73.880546 40.818468, -73.884328 40.822614, -73.88444199999999 40.822896, -73.884568 40.82316, -73.882761 40.823248, -73.87993 40.823641, -73.87898899999999 40.823711, -73.878064 40.823834, -73.87713599999999 40.823958, -73.87621299999999 40.824084, -73.87528499999999 40.824208, -73.873595 40.824433, -73.873423 40.824392, -73.87331999999999 40.824166, -73.872991 40.822302, -73.876634 40.821802, -73.87756399999999 40.821682))",19396
46,1500000US360050028002,360050028002,"Block Group 2, Census Tract 28, Bronx County, New York",856,"POLYGON ((-73.876634 40.821802, -73.872991 40.822302, -73.872468 40.820151, -73.876126 40.81963, -73.876634 40.821802))",32246
47,1500000US360050028003,360050028003,"Block Group 3, Census Tract 28, Bronx County, New York",889,"POLYGON ((-73.879769 40.819181, -73.880331 40.821302, -73.878619 40.821536, -73.877844 40.819418, -73.879769 40.819181))",25188
48,1500000US360050028004,360050028004,"Block Group 4, Census Tract 28, Bronx County, New York",1057,"POLYGON ((-73.87756399999999 40.821682, -73.876634 40.821802, -73.876126 40.81963, -73.877844 40.819418, -73.878619 40.821536, -73.87756399999999 40.821682))",26568
49,1500000US360050031001,360050031001,"Block Group 1, Census Tract 31, Bronx County, New York",959,"POLYGON ((-73.90496 40.808531, -73.90627499999999 40.807451, -73.90844299999999 40.806477, -73.907839 40.808206, -73.90725999999999 40.809937, -73.906852 40.811209, -73.90633 40.812667, -73.905413 40.812476, -73.904466 40.812282, -73.90418 40.812125, -73.90341699999999 40.811507, -73.903074 40.80988, -73.90496 40.808531))",17043
50,1500000US360050033001,360050033001,"Block Group 1, Census Tract 33, Bronx County, New York",1331,"POLYGON ((-73.91166799999999 40.806966, -73.912543 40.807243, -73.91157 40.80907, -73.910693 40.808809, -73.90976499999999 40.808604, -73.90883699999999 40.808409, -73.907839 40.808206, -73.90844299999999 40.806477, -73.909127 40.806166, -73.91166799999999 40.806966))",15173
51,1500000US360050033002,360050033002,"Block Group 2, Census Tract 33, Bronx County, New York",1064,"POLYGON ((-73.913302 40.809656, -73.91247899999999 40.809343, -73.91157 40.80907, -73.912543 40.807243, -73.91339599999999 40.807609, -73.914332 40.808007, -73.913302 40.809656))",8534
52,1500000US360050033003,360050033003,"Block Group 3, Census Tract 33, Bronx County, New York",457,"POLYGON ((-73.915633 40.809697, -73.915178 40.810427, -73.914333 40.810255, -73.913302 40.809656, -73.914332 40.808007, -73.916184 40.80879, -73.915633 40.809697))",6469
53,1500000US360050035001,360050035001,"Block Group 1, Census Tract 35, Bronx County, New York",1131,"POLYGON ((-73.907839 40.808206, -73.90883699999999 40.808409, -73.90976499999999 40.808604, -73.910693 40.808809, -73.90959599999999 40.811777, -73.906852 40.811209, -73.90725999999999 40.809937, -73.907839 40.808206))",14080
54,1500000US360050035002,360050035002,"Block Group 2, Census Tract 35, Bronx County, New York",422,"POLYGON ((-73.909075 40.813233, -73.90959599999999 40.811777, -73.91094799999999 40.813621, -73.91001899999999 40.813432, -73.909075 40.813233))",11047
55,1500000US360050035003,360050035003,"Block Group 3, Census Tract 35, Bronx County, New York",1143,"POLYGON ((-73.909075 40.813233, -73.907245 40.812855, -73.90633 40.812667, -73.906852 40.811209, -73.90959599999999 40.811777, -73.909075 40.813233))",12699
56,1500000US360050037001,360050037001,"Block Group 1, Census Tract 37, Bronx County, New York",907,"POLYGON ((-73.912954 40.814269, -73.911812 40.813883, -73.91094799999999 40.813621, -73.90959599999999 40.811777, -73.910693 40.808809, -73.91157 40.80907, -73.91247899999999 40.809343, -73.913302 40.809656, -73.914333 40.810255, -73.915178 40.810427, -73.914847 40.810994, -73.914474 40.811651, -73.914098 40.812301, -73.91371599999999 40.812953, -73.912954 40.814269))",14771
57,1500000US360050038001,360050038001,"Block Group 1, Census Tract 38, Bronx County, New York",873,"POLYGON ((-73.862464 40.819247, -73.86339099999999 40.819122, -73.86431399999999 40.818999, -73.86451099999999 40.819847, -73.865746 40.821012, -73.86297999999999 40.821384, -73.86202899999999 40.821509, -73.861531 40.819379, -73.862464 40.819247))",19795
58,1500000US360050039001,360050039001,"Block Group 1, Census Tract 39, Bronx County, New York",1217,"POLYGON ((-73.916589 40.808133, -73.91701499999999 40.807506, -73.917479 40.806823, -73.919224 40.807558, -73.91880399999999 40.808262, -73.918431 40.808924, -73.918049 40.809575, -73.916184 40.80879, -73.916589 40.808133))",11397
59,1500000US360050039002,360050039002,"Block Group 2, Census Tract 39, Bronx County, New York",1054,"POLYGON ((-73.92195 40.810405, -73.92240000000001 40.80978, -73.92288599999999 40.809106, -73.92514199999999 40.81005, -73.92419099999999 40.81135, -73.923726 40.811979, -73.921486 40.811035, -73.92195 40.810405))",14766
60,1500000US360050039003,360050039003,"Block Group 3, Census Tract 39, Bronx County, New York",483,"POLYGON ((-73.923726 40.811979, -73.92419099999999 40.81135, -73.92514199999999 40.81005, -73.927121 40.810949, -73.92644299999999 40.811507, -73.92555299999999 40.811941, -73.924683 40.812384, -73.923726 40.811979))",25241
61,1500000US360050039004,360050039004,"Block Group 4, Census Tract 39, Bronx County, New York",973,"POLYGON ((-73.92195 40.810405, -73.921486 40.811035, -73.918049 40.809575, -73.918431 40.808924, -73.92195 40.810405))",17805
62,1500000US360050039005,360050039005,"Block Group 5, Census Tract 39, Bronx County, New York",708,"POLYGON ((-73.92240000000001 40.80978, -73.92195 40.810405, -73.918431 40.808924, -73.91880399999999 40.808262, -73.919224 40.807558, -73.920046 40.807907, -73.92288599999999 40.809106, -73.92240000000001 40.80978))",10931
63,1500000US360050040011,360050040011,"Block Group 1, Census Tract 40.01, Bronx County, New York",959,"POLYGON ((-73.85630000000001 40.826757, -73.856747 40.826705, -73.85727799999999 40.826599, -73.858672 40.826424, -73.859703 40.826277, -73.860674 40.828419, -73.85961999999999 40.828548, -73.86026099999999 40.829947, -73.85699 40.830385, -73.85682199999999 40.829665, -73.856656 40.828945, -73.85649099999999 40.828225, -73.856151 40.82677, -73.85630000000001 40.826757))",22652
64,1500000US360050041001,360050041001,"Block Group 1, Census Tract 41, Bronx County, New York",614,"POLYGON ((-73.915633 40.809697, -73.916184 40.80879, -73.918049 40.809575, -73.917599 40.810351, -73.917226 40.811002, -73.916838 40.811656, -73.914847 40.810994, -73.915178 40.810427, -73.915633 40.809697))",7883
65,1500000US360050041002,360050041002,"Block Group 2, Census Tract 41, Bronx County, New York",1016,"POLYGON ((-73.917226 40.811002, -73.917599 40.810351, -73.918049 40.809575, -73.921486 40.811035, -73.920587 40.812264, -73.920119 40.812894, -73.916838 40.811656, -73.917226 40.811002))",8802
66,1500000US360050041003,360050041003,"Block Group 3, Census Tract 41, Bronx County, New York",,"POLYGON ((-73.92284099999999 40.813195, -73.923726 40.811979, -73.924683 40.812384, -73.92287499999999 40.813315, -73.92284099999999 40.813195))",
67,1500000US360050041004,360050041004,"Block Group 4, Census Tract 41, Bronx County, New York",508,"POLYGON ((-73.92284099999999 40.813195, -73.92287499999999 40.813315, -73.922088 40.813731, -73.920119 40.812894, -73.920587 40.812264, -73.921486 40.811035, -73.923726 40.811979, -73.92284099999999 40.813195))",15753
68,1500000US360050042001,360050042001,"Block Group 1, Census Tract 42, Bronx County, New York",584,"POLYGON ((-73.86949899999999 40.824565, -73.86761299999999 40.824818, -73.866387 40.824933, -73.86581799999999 40.824661, -73.865545 40.824129, -73.865734 40.823277, -73.867206 40.823082, -73.86776499999999 40.822992, -73.86827699999999 40.823421, -73.869111 40.82423, -73.86949899999999 40.824565))",11491
69,1500000US360050042002,360050042002,"Block Group 2, Census Tract 42, Bronx County, New York",347,"POLYGON ((-73.867019 40.822303, -73.86776499999999 40.822992, -73.867206 40.823082, -73.865734 40.823277, -73.863508 40.823573, -73.86297999999999 40.821384, -73.865746 40.821012, -73.867019 40.822303))",8330
70,1500000US360050042003,360050042003,"Block Group 3, Census Tract 42, Bronx County, New York",1075,"POLYGON ((-73.86254799999999 40.823702, -73.863508 40.823573, -73.86388 40.82517, -73.866387 40.824933, -73.86761299999999 40.824818, -73.86949899999999 40.824565, -73.86963899999999 40.824761, -73.86984199999999 40.824923, -73.86770299999999 40.825201, -73.86491 40.825596, -73.86120699999999 40.826087, -73.859703 40.826277, -73.85958599999999 40.826017, -73.85940699999999 40.825621, -73.861035 40.825417, -73.86070099999999 40.823951, -73.86254799999999 40.823702))",16362
71,1500000US360050042004,360050042004,"Block Group 4, Census Tract 42, Bronx County, New York",1098,"POLYGON ((-73.863508 40.823573, -73.86254799999999 40.823702, -73.86070099999999 40.823951, -73.860193 40.821757, -73.86202899999999 40.821509, -73.86297999999999 40.821384, -73.863508 40.823573))",19990
72,1500000US360050042005,360050042005,"Block Group 5, Census Tract 42, Bronx County, New York",1110,"POLYGON ((-73.86070099999999 40.823951, -73.861035 40.825417, -73.85940699999999 40.825621, -73.858789 40.824209, -73.858445 40.822774, -73.85826399999999 40.822013, -73.860193 40.821757, -73.86070099999999 40.823951))",23189
73,1500000US360050042006,360050042006,"Block Group 6, Census Tract 42, Bronx County, New York",,"POLYGON ((-73.85940699999999 40.825621, -73.85958599999999 40.826017, -73.859703 40.826277, -73.858672 40.826424, -73.85727799999999 40.826599, -73.856747 40.826705, -73.85630000000001 40.826757, -73.856286 40.82667, -73.85623099999999 40.826468, -73.856117 40.826047, -73.85597199999999 40.826064, -73.85564599999999 40.824633, -73.855312 40.823192, -73.858445 40.822774, -73.858789 40.824209, -73.85940699999999 40.825621))",
74,1500000US360050042007,360050042007,"Block Group 7, Census Tract 42, Bronx County, New York",717,"POLYGON ((-73.86388 40.82517, -73.863508 40.823573, -73.865734 40.823277, -73.865545 40.824129, -73.86581799999999 40.824661, -73.866387 40.824933, -73.86388 40.82517))",19012
75,1500000US360050043001,360050043001,"Block Group 1, Census Tract 43, Bronx County, New York",1112,"POLYGON ((-73.91495399999999 40.814937, -73.912954 40.814269, -73.91371599999999 40.812953, -73.915718 40.813616, -73.915341 40.81427, -73.917737 40.815157, -73.916771 40.815699, -73.91495399999999 40.814937))",9943
76,1500000US360050043002,360050043002,"Block Group 2, Census Tract 43, Bronx County, New York",859,"POLYGON ((-73.919201 40.814144, -73.919658 40.81352, -73.920119 40.812894, -73.922088 40.813731, -73.921211 40.814174, -73.92048199999999 40.814564, -73.920349 40.814629, -73.9179 40.815902, -73.917625 40.816055, -73.916771 40.815699, -73.917737 40.815157, -73.915341 40.81427, -73.915718 40.813616, -73.91371599999999 40.812953, -73.914098 40.812301, -73.916089 40.812965, -73.919201 40.814144))",10154
77,1500000US360050043003,360050043003,"Block Group 3, Census Tract 43, Bronx County, New York",473,"POLYGON ((-73.919658 40.81352, -73.91646999999999 40.812311, -73.914474 40.811651, -73.914847 40.810994, -73.916838 40.811656, -73.920119 40.812894, -73.919658 40.81352))",15839
78,1500000US360050043004,360050043004,"Block Group 4, Census Tract 43, Bronx County, New York",328,"POLYGON ((-73.919201 40.814144, -73.916089 40.812965, -73.914098 40.812301, -73.914474 40.811651, -73.91646999999999 40.812311, -73.919658 40.81352, -73.919201 40.814144))",12999
